1.0,1.0,0.0
1.5,-0.5,0.0
-1.0,0.0,3.14
1.0,1.0,0.0
0.5,-5.3,1.57
9.0,-4.0,1.57
19.6,-3.8,3.14
-2.6,2.3,3.14
0.0,0.0,0.0
